import time: self [us] | cumulative | imported package
import time:        37 |      22215 |                                 torch.package._mangling
import time:       468 |        468 |                                 torch._awaits
import time:       552 |        552 |                                 torch.futures
import time:       923 |      24639 |                               torch._jit_internal
import time:      1309 |       1309 |                               torch._torch_docs
import time:       521 |        521 |                               torch.nn._reduction
import time:       350 |        350 |                                 torch.nn.modules.utils
import time:       453 |        803 |                               torch.nn.grad
import time:     15686 |      42956 |                             torch.nn.functional
import time:       557 |        557 |                             torch.nn.init
import time:       482 |        482 |                             torch.nn.modules.lazy
import time:       591 |      44586 |                           torch.nn.modules.linear
import time:       693 |        693 |                           torch.nn.modules.activation
import time:       580 |        580 |                             torch.nn.modules.container
import time:       487 |       1066 |                           torch.nn.modules.adaptive
import time:       351 |        351 |                                                 torch._functorch
import time:      1025 |       1025 |                                                     torch.utils._contextlib
import time:       446 |       1470 |                                                   torch.autograd.grad_mode
import time:       599 |       2069 |                                                 torch.autograd.forward_ad
import time:       719 |       3138 |                                               torch._functorch.pyfunctorch
import time:       849 |       3987 |                                             torch._ops
import time:       756 |        756 |                                             torch._library.utils
import time:       776 |       5518 |                                           torch._library.autograd
import time:       559 |        559 |                                           torch._library.fake_impl
import time:       499 |        499 |                                             torch.utils._ordered_set
import time:       411 |        411 |                                             torch._library.effects
import time:       438 |       1347 |                                           torch._library.simple_registry
import time:       528 |        528 |                                           torch._library.fake_class_registry
import time:       306 |        306 |                                             torch.utils._exposed_in
import time:       473 |        473 |                                             torch._library.custom_ops
import time:       896 |        896 |                                               torch._library.opaque_object
import time:       612 |       1507 |                                             torch._library.infer_schema
import time:       449 |       2734 |                                           torch._library.triton
import time:       551 |      11235 |                                         torch._library
import time:        18 |      11253 |                                       torch._library.opaque_object
import time:      3876 |      15129 |                                     torch.utils._pytree
import time:       423 |      15551 |                                   torch._vmap_internals
import time:       530 |        530 |                                   torch.autograd.functional
import time:       370 |        370 |                                     torch.autograd.variable
import time:       740 |       1109 |                                   torch.autograd.graph
import time:       380 |        380 |                                   torch.autograd.anomaly_mode
import time:       350 |        350 |                                         torch._functorch.utils
import time:       383 |        383 |                                           torch._functorch.predispatch
import time:       400 |        783 |                                         torch._functorch.vmap
import time:       389 |       1520 |                                       torch._functorch.apis
import time:       776 |       2295 |                                     torch._functorch.autograd_function
import time:       610 |       2905 |                                   torch.autograd.function
import time:       937 |        937 |                                       torch.testing._utils
import time:        68 |         68 |                                         cmath
import time:      1333 |       1401 |                                       torch.testing._comparison
import time:       741 |        741 |                                       torch.testing._creation
import time:       577 |       3655 |                                     torch.testing
import time:       766 |       4421 |                                   torch.autograd.gradcheck
import time:      1642 |       1642 |                                     torch.autograd.profiler_util
import time:      1548 |       3190 |                                   torch.autograd.profiler
import time:      2315 |      30398 |                                 torch.autograd
import time:        27 |      30424 |                               torch.autograd.function
import time:       476 |      30899 |                             torch.nn.modules._functions
import time:       621 |      31519 |                           torch.nn.modules.batchnorm
import time:       750 |        750 |                           torch.nn.modules.channelshuffle
import time:       485 |        485 |                             torch.nn.common_types
import time:       971 |       1455 |                           torch.nn.modules.conv
import time:       426 |        426 |                           torch.nn.modules.distance
import time:       414 |        414 |                           torch.nn.modules.dropout
import time:       394 |        394 |                           torch.nn.modules.flatten
import time:       404 |        404 |                           torch.nn.modules.fold
import time:       441 |        441 |                           torch.nn.modules.instancenorm
import time:      1029 |       1029 |                           torch.nn.modules.linear_cross_entropy_options
import time:       698 |        698 |                           torch.nn.modules.loss
import time:       474 |        474 |                           torch.nn.modules.normalization
import time:       529 |        529 |                           torch.nn.modules.padding
import time:       675 |        675 |                           torch.nn.modules.pixelshuffle
import time:       891 |        891 |                           torch.nn.modules.pooling
import time:       336 |        336 |                                     torch.__future__
import time:       452 |        788 |                                   torch.nn.utils.parametrize
import time:       688 |       1476 |                                 torch.nn.utils.parametrizations
import time:       633 |        633 |                                 torch.nn.utils.rnn
import time:       585 |        585 |                                   torch.nn.utils._named_member_accessor
import time:       437 |       1022 |                                 torch.nn.utils.stateless
import time:       372 |        372 |                                   torch.utils._foreach_utils
import time:       521 |        893 |                                 torch.nn.utils.clip_grad
import time:       474 |        474 |                                 torch.nn.utils.convert_parameters
import time:       495 |        495 |                                 torch.nn.utils.fusion
import time:       409 |        409 |                                 torch.nn.utils.init
import time:       388 |        388 |                                 torch.nn.utils.memory_format
import time:       513 |        513 |                                 torch.nn.utils.spectral_norm
import time:       480 |        480 |                                 torch.nn.utils.weight_norm
import time:       473 |       7251 |                               torch.nn.utils
import time:        14 |       7264 |                             torch.nn.utils.rnn
import time:      8545 |      15809 |                           torch.nn.modules.rnn
import time:       482 |        482 |                           torch.nn.modules.sparse
import time:       579 |        579 |                           torch.nn.modules.transformer
import time:       429 |        429 |                           torch.nn.modules.upsampling
import time:       750 |     172015 |                         torch.nn.modules
import time:       609 |        609 |                               torch.backends.cpu
import time:       648 |        648 |                               torch.backends.cuda
import time:       523 |        523 |                                 torch.backends.cudnn.rnn
import time:       549 |       1071 |                               torch.backends.cudnn
import time:       445 |        445 |                               torch.backends.cusparselt
import time:       436 |        436 |                               torch.backends.kleidiai
import time:       394 |        394 |                               torch.backends.mha
import time:       399 |        399 |                               torch.backends.miopen
import time:       385 |        385 |                               torch.backends.mkl
import time:       498 |        498 |                               torch.backends.mkldnn
import time:       951 |        951 |                                 torch.library
import time:       405 |       1355 |                               torch.backends.mps
import time:       458 |        458 |                               torch.backends.nnpack
import time:       436 |        436 |                               torch.backends.openmp
import time:       356 |        356 |                                 opt_einsum
import time:       487 |        843 |                               torch.backends.opt_einsum
import time:       535 |        535 |                               torch.backends.python_native
import time:       456 |        456 |                               torch.backends.quantized
import time:       695 |       9656 |                             torch.backends
import time:        18 |       9674 |                           torch.backends.cuda
import time:       530 |        530 |                           torch.nn.attention._registry
import time:      1083 |       1083 |                           torch.nn.attention._fa3
import time:       806 |        806 |                           torch.nn.attention._fa4
import time:       505 |      12596 |                         torch.nn.attention
import time:       665 |        665 |                             torch.nn.parallel.parallel_apply
import time:       375 |        375 |                                 torch.cuda.nccl
import time:       437 |        812 |                               torch.nn.parallel.comm
import time:       473 |       1285 |                             torch.nn.parallel.replicate
import time:       530 |        530 |                               torch.nn.parallel._functions
import time:       383 |        912 |                             torch.nn.parallel.scatter_gather
import time:      2163 |       5023 |                           torch.nn.parallel.data_parallel
import time:       786 |        786 |                                 torch.distributed.algorithms.join
import time:       397 |       1182 |                               torch.distributed.algorithms
import time:        20 |       1201 |                             torch.distributed.algorithms.join
import time:       467 |        467 |                             torch.distributed.utils
import time:      1764 |       3431 |                           torch.nn.parallel.distributed
import time:      2696 |      11149 |                         torch.nn.parallel
import time:       637 |     196990 |                       torch.nn
import time:        15 |     197004 |                     torch.nn.functional
import time:       329 |        329 |                       torch._linalg_utils
import time:       423 |        752 |                     torch._lowrank
import time:     11641 |     209396 |                   torch.functional
import time:       442 |        442 |                   torch.__config__
import time:       402 |        402 |                     torch.accelerator._utils
import time:       357 |        357 |                     torch.accelerator.graphs
import time:       384 |        384 |                     torch.accelerator.memory
import time:       455 |       1597 |                   torch.accelerator
import time:       457 |        457 |                       torch.cpu.amp.autocast_mode
import time:       334 |        334 |                       torch.cpu.amp.grad_scaler
import time:       465 |       1255 |                     torch.cpu.amp
import time:       452 |       1706 |                   torch.cpu
import time:       638 |        638 |                       torch.distributions.constraints
import time:       696 |        696 |                         torch.distributions.utils
import time:       457 |       1152 |                       torch.distributions.distribution
import time:       892 |       2682 |                     torch.distributions.transforms
import time:      2453 |       2453 |                       torch.distributions.exp_family
import time:      7243 |       9696 |                     torch.distributions.bernoulli
import time:       480 |        480 |                       torch.distributions.dirichlet
import time:       428 |        907 |                     torch.distributions.beta
import time:       428 |        428 |                     torch.distributions.binomial
import time:       411 |        411 |                     torch.distributions.categorical
import time:       391 |        391 |                     torch.distributions.cauchy
import time:       388 |        388 |                       torch.distributions.gamma
import time:       370 |        758 |                     torch.distributions.chi2
import time:       453 |        453 |                     torch.distributions.constraint_registry
import time:       509 |        509 |                     torch.distributions.continuous_bernoulli
import time:       427 |        427 |                     torch.distributions.exponential
import time:       462 |        462 |                     torch.distributions.fishersnedecor
import time:       481 |        481 |                     torch.distributions.generalized_pareto
import time:       432 |        432 |                     torch.distributions.geometric
import time:       610 |        610 |                         torch.distributions.independent
import time:       563 |       1173 |                       torch.distributions.transformed_distribution
import time:       412 |        412 |                       torch.distributions.uniform
import time:       407 |       1991 |                     torch.distributions.gumbel
import time:       388 |        388 |                     torch.distributions.half_cauchy
import time:       467 |        467 |                       torch.distributions.normal
import time:       401 |        867 |                     torch.distributions.half_normal
import time:       375 |        375 |                     torch.distributions.inverse_gamma
import time:       448 |        448 |                       torch.distributions.laplace
import time:       439 |        439 |                         torch.distributions.multivariate_normal
import time:       491 |        930 |                       torch.distributions.lowrank_multivariate_normal
import time:       458 |        458 |                       torch.distributions.one_hot_categorical
import time:       364 |        364 |                       torch.distributions.pareto
import time:       381 |        381 |                       torch.distributions.poisson
import time:       656 |       3235 |                     torch.distributions.kl
import time:       420 |        420 |                     torch.distributions.kumaraswamy
import time:       368 |        368 |                     torch.distributions.lkj_cholesky
import time:       424 |        424 |                     torch.distributions.log_normal
import time:       380 |        380 |                     torch.distributions.logistic_normal
import time:       407 |        407 |                     torch.distributions.mixture_same_family
import time:       394 |        394 |                     torch.distributions.multinomial
import time:       392 |        392 |                     torch.distributions.negative_binomial
import time:       443 |        443 |                     torch.distributions.relaxed_bernoulli
import time:       482 |        482 |                     torch.distributions.relaxed_categorical
import time:       385 |        385 |                     torch.distributions.studentT
import time:       410 |        410 |                           torch.jit._builtins
import time:       468 |        468 |                           torch.distributed.autograd
import time:      1162 |       2039 |                         torch.jit._async
import time:       360 |        360 |                         torch.jit._await
import time:       312 |        312 |                         torch.jit._decomposition_utils
import time:       393 |        393 |                             torch._classes
import time:       369 |        369 |                             torch.jit._fuser
import time:       814 |        814 |                               monkeytype
import time:       626 |       1440 |                             torch.jit._monkeytype_config
import time:       517 |        517 |                               torch.jit._check
import time:       537 |        537 |                               torch.jit._state
import time:       545 |        545 |                                 torch.jit.annotations
import time:       407 |        407 |                                 torch.jit._dataclass_impls
import time:       870 |       1821 |                               torch.jit.frontend
import time:       696 |       3570 |                             torch.jit._recursive
import time:       422 |        422 |                             torch.jit._serialization
import time:      1023 |       7215 |                           torch.jit._script
import time:       357 |       7572 |                         torch.jit._freeze
import time:       379 |        379 |                         torch.jit._ir_utils
import time:       831 |        831 |                         torch.jit._trace
import time:       556 |      12045 |                       torch.jit
import time:       437 |      12482 |                     torch.distributions.von_mises
import time:       430 |        430 |                     torch.distributions.weibull
import time:       407 |        407 |                     torch.distributions.wishart
import time:       722 |      43017 |                   torch.distributions
import time:       470 |        470 |                   torch.fft
import time:       563 |        563 |                   torch.hub
import time:       511 |        511 |                   torch.linalg
import time:       504 |        504 |                     torch.mps.profiler
import time:       392 |        392 |                     torch.mps.event
import time:       472 |       1367 |                   torch.mps
import time:       380 |        380 |                     torch._environment
import time:       434 |        434 |                     torch.mtia._utils
import time:       327 |        327 |                     torch.mtia.memory
import time:       360 |        360 |                     torch.mtia.mtia_graph
import time:       626 |       2125 |                   torch.mtia
import time:      6198 |       6198 |                       multiprocessing.resource_sharer
import time:       551 |       6749 |                     torch.multiprocessing.reductions
import time:       512 |        512 |                     torch.multiprocessing.spawn
import time:       420 |       7680 |                   torch.multiprocessing
import time:       457 |        457 |                       torch.nested._internal
import time:       657 |        657 |                                 torch.fx._compatibility
import time:      1267 |       1924 |                               torch.fx.immutable_collections
import time:       460 |        460 |                                     torch.fx.experimental
import time:      6741 |       6741 |                                     torch.fx.experimental._config
import time:       360 |        360 |                                       torch.utils._dtype_abbrs
import time:       613 |        613 |                                         torch.return_types
import time:       444 |       1056 |                                       torch.fx._pytree
import time:       983 |        983 |                                           torch.utils._inspect
import time:       953 |       1935 |                                         torch.fx.operator_schemas
import time:     10838 |      12772 |                                       torch.fx.node
import time:      2099 |       2099 |                                                       torch.fx.experimental.unification.multipledispatch.utils
import time:      5854 |       5854 |                                                       torch.fx.experimental.unification.multipledispatch.variadic
import time:       973 |       8925 |                                                     torch.fx.experimental.unification.multipledispatch.conflict
import time:      1227 |      10151 |                                                   torch.fx.experimental.unification.multipledispatch.dispatcher
import time:      1331 |      11482 |                                                 torch.fx.experimental.unification.multipledispatch.core
import time:       730 |      12211 |                                               torch.fx.experimental.unification.multipledispatch
import time:       656 |      12867 |                                             torch.fx.experimental.unification.dispatch
import time:      1963 |       1963 |                                             torch.fx.experimental.unification.unification_tools
import time:      1471 |       1471 |                                             torch.fx.experimental.unification.utils
import time:      4227 |       4227 |                                             torch.fx.experimental.unification.variable
import time:      1296 |      21822 |                                           torch.fx.experimental.unification.core
import time:      3830 |       3830 |                                           torch.fx.experimental.unification.more
import time:      1493 |      27144 |                                         torch.fx.experimental.unification
import time:      3949 |      31092 |                                       torch.fx.tensor_type
import time:      3312 |      48591 |                                     torch.fx.graph
import time:       968 |      56759 |                                   torch.fx.graph_module
import time:       665 |      57424 |                                 torch.fx._lazy_graph_module
import time:      1734 |       1734 |                                   torch.fx.traceback
import time:      2781 |       2781 |                                         torch._logging.structured
import time:     43263 |      43263 |                                           unittest.mock
import time:      1050 |       1050 |                                           torch.utils._traceback
import time:       581 |        581 |                                           torch.utils.weak
import time:      5279 |      50171 |                                         torch._guards
import time:      1734 |      54685 |                                       torch._logging._internal
import time:      1515 |      56200 |                                     torch._logging._registrations
import time:       676 |      56875 |                                   torch._logging
import time:      1914 |      60522 |                                 torch.fx.proxy
import time:      1197 |     119142 |                               torch.fx._symbolic_trace
import time:       390 |        390 |                                 torch.fx.config
import time:       673 |       1063 |                               torch.fx.interpreter
import time:       886 |        886 |                               torch.fx.subgraph_rewriter
import time:      9747 |     132760 |                             torch.fx
import time:        16 |     132776 |                           torch.fx.experimental
import time:       461 |     133237 |                         torch.fx.experimental._constant_symnode
import time:       418 |     133654 |                       torch.nested._internal.nested_int
import time:       742 |     134852 |                     torch.nested._internal.nested_tensor
import time:       461 |     135312 |                   torch.nested
import time:      1102 |       1102 |                       torch.optim.optimizer
import time:       938 |       2039 |                     torch.optim.lr_scheduler
import time:       606 |        606 |                     torch.optim.swa_utils
import time:       595 |        595 |                     torch.optim._adafactor
import time:       627 |        627 |                     torch.optim._muon
import time:       516 |        516 |                     torch.optim._stateless
import time:       566 |        566 |                     torch.optim.adadelta
import time:       452 |        452 |                     torch.optim.adagrad
import time:       616 |        616 |                     torch.optim.adam
import time:       550 |        550 |                     torch.optim.adamax
import time:       372 |        372 |                     torch.optim.adamw
import time:       471 |        471 |                     torch.optim.asgd
import time:       479 |        479 |                     torch.optim.lbfgs
import time:       508 |        508 |                     torch.optim.nadam
import time:       519 |        519 |                     torch.optim.radam
import time:       524 |        524 |                     torch.optim.rmsprop
import time:       445 |        445 |                     torch.optim.rprop
import time:       447 |        447 |                     torch.optim.sgd
import time:       373 |        373 |                       torch.optim._functional
import time:       425 |        798 |                     torch.optim.sparse_adam
import time:       612 |      11733 |                   torch.optim
import time:       865 |        865 |                       gzip
import time:      1439 |       1439 |                         torch.profiler._utils
import time:      2540 |       3979 |                       torch.profiler._memory_profiler
import time:       808 |       5651 |                     torch.profiler.profiler
import time:       400 |        400 |                     torch.profiler.itt
import time:       458 |       6507 |                   torch.profiler
import time:       500 |        500 |                   torch.special
import time:       525 |        525 |                     torch.xpu._utils
import time:       528 |        528 |                     torch.xpu.graphs
import time:       498 |        498 |                     torch.xpu.streams
import time:       567 |        567 |                     torch.xpu.memory
import time:       370 |        370 |                     torch.xpu.random
import time:      1058 |       3544 |                   torch.xpu
import time:       547 |        547 |                       torch.signal.windows.windows
import time:       437 |        984 |                     torch.signal.windows
import time:       403 |       1387 |                   torch.signal
import time:       415 |        415 |                   torch.ao
import time:       481 |        481 |                       torch.ao.nn
import time:       561 |        561 |                         torch.ao.nn.intrinsic.modules.fused
import time:       498 |       1059 |                       torch.ao.nn.intrinsic.modules
import time:       484 |       2023 |                     torch.ao.nn.intrinsic
import time:       379 |        379 |                       torch.nn.intrinsic.modules.fused
import time:       547 |        926 |                     torch.nn.intrinsic.modules
import time:       502 |        502 |                                     torch.ao.nn.qat.modules.conv
import time:       385 |        385 |                                     torch.ao.nn.qat.modules.embedding_ops
import time:       363 |        363 |                                     torch.ao.nn.qat.modules.linear
import time:       460 |       1708 |                                   torch.ao.nn.qat.modules
import time:       477 |       2185 |                                 torch.ao.nn.qat
import time:       745 |       2930 |                               torch.ao.nn.intrinsic.qat.modules.conv_fused
import time:       658 |        658 |                               torch.ao.nn.intrinsic.qat.modules.linear_fused
import time:       730 |        730 |                               torch.ao.nn.intrinsic.qat.modules.linear_relu
import time:       477 |       4793 |                             torch.ao.nn.intrinsic.qat.modules
import time:       355 |       5147 |                           torch.ao.nn.intrinsic.qat
import time:       415 |       5561 |                         torch.nn.intrinsic.qat.modules.conv_fused
import time:       358 |        358 |                         torch.nn.intrinsic.qat.modules.linear_fused
import time:       305 |        305 |                         torch.nn.intrinsic.qat.modules.linear_relu
import time:       479 |       6702 |                       torch.nn.intrinsic.qat.modules
import time:       337 |       7038 |                     torch.nn.intrinsic.qat
import time:       513 |        513 |                                                 torch.ao.nn.quantizable.modules.activation
import time:       476 |        476 |                                                 torch.ao.nn.quantizable.modules.rnn
import time:       459 |       1447 |                                               torch.ao.nn.quantizable.modules
import time:       322 |       1769 |                                             torch.ao.nn.quantizable
import time:       618 |        618 |                                             torch.ao.nn.quantized.modules.activation
import time:       451 |        451 |                                             torch.ao.nn.quantized.modules.batchnorm
import time:       422 |        422 |                                               torch.ao.nn.quantized.modules.utils
import time:       615 |       1036 |                                             torch.ao.nn.quantized.modules.conv
import time:       353 |        353 |                                             torch.ao.nn.quantized.modules.dropout
import time:       469 |        469 |                                             torch.ao.nn.quantized.modules.embedding_ops
import time:       509 |        509 |                                             torch.ao.nn.quantized.modules.functional_modules
import time:       435 |        435 |                                             torch.ao.nn.quantized.modules.linear
import time:       463 |        463 |                                             torch.ao.nn.quantized.modules.normalization
import time:       359 |        359 |                                             torch.ao.nn.quantized.modules.rnn
import time:       540 |       6997 |                                           torch.ao.nn.quantized.modules
import time:        16 |       7013 |                                         torch.ao.nn.quantized.modules.utils
import time:       479 |       7491 |                                       torch.ao.nn.quantized.functional
import time:       387 |       7878 |                                     torch.ao.nn.quantized
import time:       520 |       8397 |                                   torch.ao.nn.intrinsic.quantized.modules.bn_relu
import time:       439 |        439 |                                   torch.ao.nn.intrinsic.quantized.modules.conv_add
import time:       390 |        390 |                                   torch.ao.nn.intrinsic.quantized.modules.conv_relu
import time:       434 |        434 |                                   torch.ao.nn.intrinsic.quantized.modules.linear_relu
import time:       553 |      10211 |                                 torch.ao.nn.intrinsic.quantized.modules
import time:       375 |      10585 |                               torch.ao.nn.intrinsic.quantized
import time:       639 |        639 |                                       torch.ao.nn.quantized.dynamic.modules.conv
import time:       447 |        447 |                                       torch.ao.nn.quantized.dynamic.modules.linear
import time:       667 |        667 |                                       torch.ao.nn.quantized.dynamic.modules.rnn
import time:       714 |       2466 |                                     torch.ao.nn.quantized.dynamic.modules
import time:       370 |       2835 |                                   torch.ao.nn.quantized.dynamic
import time:       526 |       3361 |                                 torch.ao.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       524 |       3884 |                               torch.ao.nn.intrinsic.quantized.dynamic.modules
import time:       368 |      14836 |                             torch.ao.nn.intrinsic.quantized.dynamic
import time:       491 |      15327 |                           torch.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       451 |      15777 |                         torch.nn.intrinsic.quantized.dynamic.modules
import time:       485 |      16262 |                       torch.nn.intrinsic.quantized.dynamic
import time:       428 |        428 |                         torch.nn.intrinsic.quantized.modules.bn_relu
import time:       302 |        302 |                         torch.nn.intrinsic.quantized.modules.conv_relu
import time:       320 |        320 |                         torch.nn.intrinsic.quantized.modules.linear_relu
import time:       531 |       1579 |                       torch.nn.intrinsic.quantized.modules
import time:       367 |      18207 |                     torch.nn.intrinsic.quantized
import time:       377 |      28569 |                   torch.nn.intrinsic
import time:       450 |        450 |                                   torch.ao.nn.qat.dynamic.modules.linear
import time:       505 |        955 |                                 torch.ao.nn.qat.dynamic.modules
import time:       669 |       1624 |                               torch.ao.nn.qat.dynamic
import time:        12 |       1635 |                             torch.ao.nn.qat.dynamic.modules
import time:        15 |       1649 |                           torch.ao.nn.qat.dynamic.modules.linear
import time:       361 |       2010 |                         torch.nn.qat.dynamic.modules.linear
import time:       438 |       2447 |                       torch.nn.qat.dynamic.modules
import time:       433 |       2879 |                     torch.nn.qat.dynamic
import time:       378 |        378 |                       torch.nn.qat.modules.conv
import time:       315 |        315 |                       torch.nn.qat.modules.embedding_ops
import time:       300 |        300 |                       torch.nn.qat.modules.linear
import time:       428 |       1419 |                     torch.nn.qat.modules
import time:       352 |       4650 |                   torch.nn.qat
import time:       435 |        435 |                     torch.nn.quantizable.modules
import time:       335 |        769 |                   torch.nn.quantizable
import time:       414 |        414 |                     torch.nn.quantized.dynamic
import time:       259 |        259 |                     torch.nn.quantized.functional
import time:       294 |        294 |                     torch.nn.quantized.modules
import time:       332 |       1299 |                   torch.nn.quantized
import time:       272 |        272 |                   torch._size_docs
import time:       343 |        343 |                   torch._storage_docs
import time:       767 |        767 |                   torch._tensor_docs
import time:       472 |        472 |                                 torch.ao.quantization.quant_type
import time:       553 |       1025 |                               torch.ao.quantization.utils
import time:      3400 |       4424 |                             torch.ao.quantization.observer
import time:       662 |       5086 |                           torch.ao.quantization.fake_quantize
import time:       745 |        745 |                             torch.ao.quantization.fuser_method_mappings
import time:       837 |       1581 |                           torch.ao.quantization.fuse_modules
import time:      1096 |       1096 |                           torch.ao.quantization.qconfig
import time:       873 |        873 |                           torch.ao.quantization.qconfig_mapping
import time:       659 |        659 |                                   torch.ao.nn.quantized.reference.modules.utils
import time:      1181 |       1840 |                                 torch.ao.nn.quantized.reference.modules.conv
import time:       756 |        756 |                                 torch.ao.nn.quantized.reference.modules.linear
import time:      1059 |       1059 |                                 torch.ao.nn.quantized.reference.modules.rnn
import time:       749 |        749 |                                 torch.ao.nn.quantized.reference.modules.sparse
import time:      1049 |       5450 |                               torch.ao.nn.quantized.reference.modules
import time:       661 |       6111 |                             torch.ao.nn.quantized.reference
import time:       717 |        717 |                                     torch.ao.nn.sparse.quantized.linear
import time:       607 |        607 |                                     torch.ao.nn.sparse.quantized.utils
import time:      1053 |       2376 |                                   torch.ao.nn.sparse.quantized.dynamic.linear
import time:      1527 |       3902 |                                 torch.ao.nn.sparse.quantized.dynamic
import time:      1042 |       4944 |                               torch.ao.nn.sparse.quantized
import time:       622 |       5565 |                             torch.ao.nn.sparse
import time:       758 |        758 |                             torch.ao.quantization.stubs
import time:      1180 |      13613 |                           torch.ao.quantization.quantization_mappings
import time:       815 |        815 |                           torch.ao.quantization.quantize
import time:       642 |        642 |                           torch.ao.quantization.quantize_jit
import time:       538 |      24242 |                         torch.ao.quantization
import time:        30 |      24271 |                       torch.ao.quantization.fake_quantize
import time:       487 |      24757 |                     torch.quantization.fake_quantize
import time:       546 |        546 |                     torch.quantization.fuse_modules
import time:       514 |        514 |                     torch.quantization.fuser_method_mappings
import time:       605 |        605 |                     torch.quantization.observer
import time:       544 |        544 |                     torch.quantization.qconfig
import time:       550 |        550 |                     torch.quantization.quant_type
import time:       573 |        573 |                     torch.quantization.quantization_mappings
import time:       528 |        528 |                     torch.quantization.quantize
import time:       600 |        600 |                     torch.quantization.quantize_jit
import time:       500 |        500 |                     torch.quantization.stubs
import time:       609 |      30320 |                   torch.quantization
import time:       566 |        566 |                   torch.quasirandom
import time:       528 |        528 |                   torch.multiprocessing._atfork
import time:       778 |        778 |                   torch._lobpcg
import time:      1226 |       1226 |                       torch.masked._docs
import time:       717 |        717 |                             torch.masked.maskedtensor.core
import time:      5467 |       6183 |                           torch.masked.maskedtensor.binary
import time:      1560 |       1560 |                           torch.masked.maskedtensor.passthrough
import time:       757 |        757 |                             torch.masked.maskedtensor.creation
import time:      1871 |       2627 |                           torch.masked.maskedtensor.reductions
import time:      5798 |       5798 |                           torch.masked.maskedtensor.unary
import time:       726 |      16892 |                         torch.masked.maskedtensor
import time:        33 |      16924 |                       torch.masked.maskedtensor.core
import time:      1273 |      19423 |                     torch.masked._ops
import time:       821 |      20243 |                   torch.masked
import time:       902 |        902 |                   torch.utils.dlpack
import time:       711 |        711 |                                 torch._dispatch
import time:       636 |       1347 |                               torch._dispatch.python
import time:      1350 |       1350 |                                     torch._library.fake_profile
import time:       353 |        353 |                                       torch.utils._mode_utils
import time:      4271 |       4624 |                                     torch._subclasses.meta_utils
import time:      1055 |       1055 |                                     torch.utils._stats
import time:      1298 |       1298 |                                       torch.fx.experimental.sym_node
import time:      1875 |       3172 |                                     torch._subclasses._fake_tensor_utils
import time:       401 |        401 |                                       torch._custom_op
import time:      4018 |       4419 |                                     torch._subclasses.fake_impls
import time:      5469 |      20088 |                                   torch._subclasses.fake_tensor
import time:       527 |        527 |                                   torch._subclasses.fake_utils
import time:       466 |      21081 |                                 torch._subclasses
import time:        15 |      21095 |                               torch._subclasses.meta_utils
import time:       586 |      23028 |                             torch.fx.passes.shape_prop
import time:       378 |        378 |                             pydot
import time:       699 |      24103 |                           torch.fx.passes.graph_drawer
import time:       601 |        601 |                           torch.fx.passes.graph_manipulation
import time:       893 |        893 |                                   torch.fx.passes.utils.matcher_utils
import time:       638 |       1530 |                                 torch.fx.passes.utils.common
import time:       371 |       1901 |                               torch.fx.passes.utils
import time:       804 |        804 |                               torch.fx.passes.tools_common
import time:      1093 |       3797 |                             torch.fx.passes.split_utils
import time:       836 |       4633 |                           torch.fx.passes.net_min_base
import time:       547 |        547 |                           torch.fx.passes.operator_support
import time:       414 |        414 |                           torch.fx.passes.param_fetch
import time:       568 |        568 |                           torch.fx.passes.regional_inductor
import time:       845 |        845 |                           torch.fx.passes.reinplace
